业务板块,业务类型,序号,细分场景,内部处理办法及流程,对客话术,涉及反馈部门/微信群/工单模板,图片示例,,
售后业务,售后业务类,18,高速多收费，客户咨询退费进度,"客服查询9901后台→通行管理→退款管理进行查询。
1.未查询到退费流水记录；                                                                   2.已收到退费流水记录，解悠未退费；                                                3.已收到退费流水记录，但客户未支付通行费；
4.高速和解悠都已退费成功。","【高速退费查询与处理全流程指引】

【情况一：未收到高速退款流水】
您好，经查询，我司后台暂未收到高速方发送的退款流水记录。
根据流程，我们需要在收到该流水后方能为您操作退款。建议您直接拨打高速客服热线 95022，按[9]再转 [2]，向高速方申请尽快处理并发送退款流水。

【情况二：退款处理中】
您好，我们查询到高速方已于 [XX月XX日] 将退款流水发送至我司。
目前退款已进入我司财务流程，预计需要 5至7个工作日 处理完毕。请您近期留意银行账户的资金变动。

【情况三：因欠费无法退款】
您好，我们查询到高速方已于 [XX月XX日] 发送退款流水。
但由于您当前有通行费尚未支付，按照高速方规定，我们无法直接为您办理退款。请您先及时结清欠款，支付成功后系统将自动启动退款流程。

【情况四：退款已完成】
您好，我们查询到我司已于 [XX月XX日] 将退款 [XX元] 原路退回至您的 [XX银行] 账户。
请您登录手机银行查询支出流水进行核对。如仍未到账，可联系银行客服确认在途资金情况。",/,,,
售后业务,售后业务类,19,我有笔高速多收费，收到短信让联系你们退费,"1.核对高速退款订单及退款明细（确认有退款订单后继续沟通）；
2.收集银行卡信息要素（预留银行卡号以及对应开户行名称）；
3.告知客户退款时效，并登记CRM工单【退款/高速多收费退款】至支持岗。","【表明官方身份，消除疑虑】
您好，您接到的AI电话与短信都是我们公司主动发起的高速多收费退款通知，请放心。

【确认有退款订单后，收集信息】
经查询，您确实有XX笔多收费。为了把退款打到您的账户，需要您提供：
1.开户人姓名
2.收款银行卡号
3.开户行全称（例如：中国建设银行北京朝阳支行）

【告知退款时效】
感谢您的配合，退款工单已成功提交登记，预计5-7 个工作日退至您提供的银行卡内，届时请您关注银行卡流水到账情况。",工单类型【退款/高速多收费退款】,,,
售后业务,售后业务类,20,后台“退款管理”相关注意事项,"1.原宝付-工商银行渠道、解悠钱包、周卡
若后期针对该渠道客户反馈高速多收费退差额未原路退回至绑定银行卡中的相关问题，需告知客户是退回至解悠钱包中。","您好，我们已为您核实到退款详情：

绑定渠道：[XX]渠道

退款到账时间：[XX年XX月XX日]

到账账户：您的解悠钱包

您可通过以下路径查询：进入【解悠货车服务】小程序→【我的】→【解悠钱包】查看余额及流水明细。",/,,,
售后业务,售后业务类,21,子母车怎么过收费站？,/,"您好，您可以通过高速小程序临时控制ETC设备的开关状态。

操作路径：请在“中国ETC服务”小程序中，进入 【ETC服务】，即可找到 【停用/启用】 按钮，按需开启或关闭您的ETC设备",/,,,
售后业务,售后业务类,22,拉绿通怎么办？,"1.提前2小时在中国ETC服务小程序上进行绿通预约，上下高速会核验，核验通过即可。
2.预约流程：微信搜索“中国ETC服务小程序”，进入后点击通行预约，最后点击绿通预约即可。
3.如果未在小程序操作预约，走了ETC通道，可以申请退费；建议把卡拔下来再走人工通道，这样不会被感应到扣费，人工检验合格后，是不收费的。
注：单片式处理方式：在“中国ETC服务”小程序中，点击全部服务找到停用，和启用按钮，可以临时开启或关闭ETC设备。","您好，办理绿色通道预约，您可以通过以下两种方式任选其一：

【方案一：官方小程序预约（推荐）】
微信搜索“中国ETC服务”小程序 → 登录 → 在首页找到并点击 【预约通行】 → 选择 【绿通预约】 ，按提示完成操作即可。

【方案二：物理拔卡方式】
您也可以在通行前，将ETC卡片从设备中拔出并妥善保管。待本次行程完全结束后，再将卡片插回设备即可。",/,,,
售后业务,售后业务类,23,预约过拉绿通之后被扣费怎么办？,在收费站出口查验结果合格但已发生扣费时，可以通过微信小程序“中国ETC服务”申请退费。,"【绿色通道查验与退费服务指引】
第一步：询问查验结果
您好，请问您在驶离高速时，收费站工作人员对您的绿色通道货物查验是否通过了？

第二步：根据客户答复提供对应方案

【情况一：查验通过（指导申请退费）】
您好，您查验通过需要您按以下步骤申请退费：
1.微信搜索 “中国ETC服务” 小程序并登录。
2.在首页点击 【预约通行】。
3.选择 【绿通预约】 或 【收割机车辆预约】。
4.进入 【我的记录】→【查验记录】。
5.找到对应的通行记录，点击 【申请退费】。
6.提交后，通行费将原路退回您的支付账户。

【情况二：查验不通过（说明计费原因）】
您好，根据系统记录，由于您在出口查验时不符合绿色通道免费政策标准，因此本次行程无法享受免费，需按正常标准计费。",/,,,
售后业务,售后业务类,24,高速费有异议提交后，如何申请加急？,高速退费事宜还是以咨询95022为准,"您好，所有通行费的计费与扣款均由高速公路方直接发起并下发至我司执行。

关于退费事宜，目前我司后台未查询到高速方发起的相关退款记录。建议您直接拨打全国高速服务热线 95022，然后按 9 再转 1，向高速方咨询退款进度。",/,,,
售后业务,售后业务类,25,中国ETC停用设备一个月两次停用需等待30天,目前只能等待30天才能使用，绿通还是引导客户预约，后期这个功能会优化。,/,/,,,
售后业务,售后业务类,26,后台修改9901发行手机号，报错提示“用户尚未注册，认证失败或者 需要重新登录”,"1、若修改发行发手机号系统提示该报错，需要在路网查询开户信息后再次判断；
2、若查询没有路网开户信息，建议将客户提供“中国ETC服务”小程序重置实名录屏反馈【网路智联沟通群】进行查询?。","您好，关于修改ETC发行方手机号时出现的提示问题，需要您提供办理人姓名、联系方式及身份证号码，我们的后台会先为您查询，并根据查询结果进一步判断如何处理。

【若未查询到开户信息的处理流程】
由于未查询到您的开户信息，可能需要请您提供一份 “中国ETC服务”小程序中的“重置实名”操作录屏。您只需按提示操作并录制整个过程，我们会将此录屏提交至相关部门进行排查，以便尽快为您解决问题。

用办理手机号去中国ETC服务小程序重新实名：重新实名认证步骤：
（1）建议开户人登录中国ETC服务小程序，点击我的-右上角螺母按钮-重置实名状态-首页实名认证；
（2）首页左上角点击请登录- 手机号快捷登录 -添加新号码 -实名认证，根据页面提示进行实名认证操作。

请您放心，我们会全程跟进处理，并及时向您反馈进展。感谢您的理解与配合！","
路网（网路智联→解悠数科货车ETC售后沟通）",,,
售后业务,售后业务类,27,如何更换修改9901发行方办理手机号？,"须知：更换发行方手机号只能是办理人身份证名下的手机号；
操作流程：
1.客户列表→操作→修改手机→选择“发行方”→点击“提交”。
注：若后台修改有报错，可将车牌号等信息发给主管查询路网开户信息；
","您好，解悠ETC支持更换为办理人名下的其他手机号，请按以下步骤操作：

1.完成官方实名认证：请使用办理人【本人名下】的【新手机号】所绑定的实名微信，登录 “中国ETC服务” 小程序，并完成首页的实名认证。

2.联系客服修改：认证成功后，请您将 【车牌号】 和需要绑定的 【新手机号】 提供至解悠在线客服，我们将在后台为您完成信息修改。",/,,,
售后业务,售后业务类,28,如何更换修改1101发行方办理手机号？,"须知：更换发行方手机号只能是办理人身份证名下的手机号；
操作流程：
微信搜索“乐速通ETC”小程序→登录→首页【服务】→ETC服务【客户信息变更】→点击“立即办理”，按照要求填写完成后，点击“进度查询”，将待审核的订单的截图发送至解悠客服进一步审核。","您好，解悠ETC支持更换为办理人名下的其他手机号，请按以下步骤操作：

1.打开微信，搜索并进入“乐速通ETC”小程序。

2.点击右下角“我的”使用办理手机号完成登录。

3.在小程序首页找到“服务”板块，点击进入“ETC服务”，再选择“客户信息变更”。

4.点击“立即办理”，根据页面提示填写新的手机号及其他所需信息。

5.提交成功后，返回小程序首页，点击“进度查询”，找到您刚刚提交的待审核订单。并将该订单页面截图，发送给我们为您反馈至相关部门审核。",解悠&速通客户运营沟通群,,,
售后业务,售后业务类,29,如何更换修改解悠绑定手机号？,"注：更换绑定手机号无须在“中国ETC服务”小程序实名认证，只需要在解悠小程序操作。
1.客服操作：客户列表→操作→修改手机→选择“解悠”→点击“提交”。","【修改绑定手机号服务指引】


第一步：确认验证码接收状态

您好，若您需要修改绑定手机号，需先在“解悠货车服务”小程序操作重置实名。
请问您当前绑定的手机号还能正常接收短信验证码吗？

第二步：根据客户答复提供对应方案

【情况A：可正常接收验证码】（指导自助操作）

请您按以下路径自行修改：
1.登录 “解悠货车服务”小程序。
2.点击底部 【我的】 → 【实名认证】。
3.点击 【重置实名】 → 【修改手机号】。
4.输入新手机号并获取验证码，完成 【立即认证】 即可。

【情况B：原手机号已注销/无法使用】（提供人工协助）

我们理解您的情况。请您提供以下信息给我们：
车牌号
需要绑定的新手机号
收到后，我们将为您在后台提交人工修改申请。",/,,,
